year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2013,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9048972, 17009,Diesel,2000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,ND,San José
2016,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9050000, 17011,Gasolina,2000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,GRIS OSCURO,Termina en 4,San José
2011,Kia,SORENTO,7,"['Kia', 'SORENTO']", 9100000, 17105,Diesel,2200 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 8,Cartago
2007,Mitsubishi,MONTERO SPORT,5,"['Mitsubishi', 'MONTERO', 'SPORT']", 9100000, 17105,Diesel,2800 cc,Manual,Todo Terreno 4x4,NEGRO,GRIS,Termina en 9,Heredia
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9100000, 17105,Diesel,2000 cc,Automática,Todo Terreno 4x2,NEGRO,NEGRO,ND,Heredia
2010,Honda,CRV,5,"['Honda', 'CRV']", 9100000, 17105,Gasolina,2400 cc,Automática,Todo Terreno 4x4,CAFE,NEGRO,Termina en 2,San José
2011,Jeep,CHEROKEE,5,"['Jeep', 'CHEROKEE']", 9100000, 17105,Gasolina,3700 cc,Automática,Todo Terreno 4x4,VERDE,CHAMPAGNE,Termina en 3,San José
2023,Suzuki,SWIFT,5,"['Suzuki', 'SWIFT']", 9100000, 17105,Gasolina,1200 cc,Automática,Sedán,GRIS PLATA,NEGRO Y GRIS CL,Termina en 8,San José
2018,Chevrolet,CAVALIER PREMIER,5,"['Chevrolet', 'CAVALIER', 'PREMIER']", 9100000, 17105,Gasolina,1500 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 7,Alajuela
2016,Suzuki,VITARA,5,"['Suzuki', 'VITARA']", 9100000, 17105,Gasolina,1600 cc,Automática,Hatchback,ANARANJADO,NEGRO,Termina en 5,Heredia
2019,Honda,CITY,5,"['Honda', 'CITY']", 9100000, 17105,Gasolina,1497 cc,Automática,Sedán,AZUL,NEGRO,Termina en 5,San José
2015,Nissan,XTRAIL,7,"['Nissan', 'XTRAIL']", 9100000, 17105,Gasolina,2500 cc,Automática,Todo Terreno 4x2,NEGRO,NEGRO,Termina en 3,Heredia
2013,Kia,SORENTO,5,"['Kia', 'SORENTO']", 9100000, 17105,Gasolina,2400 cc,Automática,Todo Terreno 4x2,GRIS OSCURO,GRIS CLARO,Termina en 9,San José
2015,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9100000, 17105,Gasolina,2000 cc,Automática,Todo Terreno 4x2,CAFÉ,NEGRO,Termina en 0,Cartago
2010,Toyota,TACOMA,5,"['Toyota', 'TACOMA']", 9100000, 17105,Gasolina,4000 cc,Automática,Pickup 4x4,NEGRO,NEGRO,Termina en 5,Puntarenas
2014,BMW,316I,5,"['BMW', '316I']", 9100000, 17105,Gasolina,1600 cc,Automática,Sedán,GRIS OSCURO,NEGRO,ND,San José
2008,Mitsubishi,MONTERO SPORT,5,"['Mitsubishi', 'MONTERO', 'SPORT']", 9100000, 17105,Diesel,2800 cc,Automática,Todo Terreno 4x4,GIRIS,GRIS,Termina en 0,Alajuela
2014,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 9100000, 17105,Gasolina,1800 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 7,San José
2017,Toyota,YARIS G,5,"['Toyota', 'YARIS', 'G']", 9100000, 17105,Gasolina,1500 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 9,Alajuela
2018,Nissan,KICKS,5,"['Nissan', 'KICKS']", 9100000, 17105,Gasolina,1500 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO- NARANJA,Termina en 2,San José
2013,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9150000, 17199,Diesel,2000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,ND,Alajuela
2013,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9150000, 17199,Diesel,2000 cc,Automática,Todo Terreno 4x2,NEGRO,BLANCO,Termina en 0,Alajuela
2013,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9195000, 17284,Diesel,2000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 0,Alajuela
2016,Suzuki,APV,8,"['Suzuki', 'APV']", 9150000, 17199,Gasolina,1600 cc,Manual,Microbús/Minivan,GRIS,BEIGE,Termina en 3,Alajuela
2019,Chevrolet,CAVALIER,5,"['Chevrolet', 'CAVALIER']", 9150000, 17199,Gasolina,1500 cc,Automática,Sedán,VINO,NEGRO,Termina en 7,San José
2016,Toyota,YARIS G,5,"['Toyota', 'YARIS', 'G']", 9150000, 17199,Gasolina,1500 cc,Automática,Sedán,GRIS,NEGRO/AZUL,Termina en 7,San José
2014,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 9150000, 17199,Gasolina,1800 cc,Automática,Sedán,NEGRO,NEGRO,Termina en 8,San José
2016,Chevrolet,TRAX LTZ,5,"['Chevrolet', 'TRAX', 'LTZ']", 9150000, 17199,Gasolina,1800 cc,Automática,Todo Terreno 4x2,GRIS PLATA,NEGRO,Termina en 0,San José
2016,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 9150000, 17199,Gasolina,1800 cc,Automática,Sedán,NEGRO,GRIS,Termina en 4,Alajuela
2018,Toyota,YARIS E,5,"['Toyota', 'YARIS', 'E']", 9150000, 17199,Gasolina,1500 cc,Manual,Sedán,BLANCO,NEGRO,Termina en 1,San José
2017,Hyundai,IONIQ,5,"['Hyundai', 'IONIQ']", 9150000, 17199,Híbrido,1600 cc,Automática,Sedán,AZUL,BEIGE CUERO,Termina en 0,Heredia
2016,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9150000, 17199,Gasolina,2000 cc,Automática,Todo Terreno 4x2,CAFE,NEGRO,Termina en 8,Cartago
2020,Suzuki,BALENO GLX,5,"['Suzuki', 'BALENO', 'GLX']", 9150400, 17200,Gasolina,1400 cc,Automática,Hatchback,GRIS,GRIS,Termina en 8,San José
2012,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9175000, 17246,Diesel,2000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,ND,San José
2016,Fiat,500E SPORT,5,"['Fiat', '500E', 'SPORT']", 9195000, 17284,Eléctrico,0 cc,Automática,Hatchback,NEGRO,NEGRO,Termina en 3,San José
2016,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9195000, 17284,Gasolina,2000 cc,Automática,Todo Terreno 4x2,CAFE,NEGRO,Termina en 7,Alajuela
2000,Toyota,HILUX,4,"['Toyota', 'HILUX']", 9200000, 17293,Diesel,2800 cc,Manual,Pickup 4x4,VERDE,GRIS,Termina en 3,Puntarenas
2016,Fiat,500E SPORT,4,"['Fiat', '500E', 'SPORT']", 9200000, 17293,Eléctrico,0 cc,Automática,Hatchback,NARANJA,BLANCO,Termina en 5,San José
2013,Toyota,RAV4,5,"['Toyota', 'RAV4']", 9200000, 17293,Gasolina,2400 cc,Manual,Todo Terreno 4x2,AZUL OSCURO,GRIS CLARO,Termina en 3,San José
2017,Suzuki,VITARA GL PLUS Z,5,"['Suzuki', 'VITARA', 'GL', 'PLUS', 'Z']", 9200000, 17293,Gasolina,1600 cc,Manual,Todo Terreno 4x2,PLATA,NEGRO,Termina en 8,Alajuela
2012,Hyundai,STAREX,3,"['Hyundai', 'STAREX']", 9200000, 17293,Diesel,2500 cc,Automática,Pánel,NEGRO,GRIS,Termina en 1,Heredia
2017,Hyundai,CRETA GL,5,"['Hyundai', 'CRETA', 'GL']", 9200000, 17293,Gasolina,1600 cc,Manual,Todo Terreno 4x2,GRIS,GRIS,Termina en 2,Alajuela
2016,Suzuki,VITARA,5,"['Suzuki', 'VITARA']", 9200000, 17293,Gasolina,1600 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 7,Heredia
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9200000, 17293,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,ND,Heredia
2018,Nissan,KICKS ADVANCE,5,"['Nissan', 'KICKS', 'ADVANCE']", 9200000, 17293,Gasolina,1600 cc,Manual,Todo Terreno 4x2,BLANCO,NEGRO Y NARANJA,Termina en 3,San José
2010,Mitsubishi,NATIVA GLS,5,"['Mitsubishi', 'NATIVA', 'GLS']", 9200000, 17293,Gasolina,3000 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 4,San José
2017,Hyundai,CRETA,5,"['Hyundai', 'CRETA']", 9200000, 17293,Gasolina,1600 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 4,San José
2018,Toyota,YARIS,5,"['Toyota', 'YARIS']", 9200000, 17293,Gasolina,1500 cc,Manual,Hatchback,NEGRO,GROS,Termina en 2,San José
2012,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9200000, 17293,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 5,Alajuela
2020,Hyundai,I20 ACTIVE,5,"['Hyundai', 'I20', 'ACTIVE']", 9200000, 17293,Gasolina,1400 cc,Automática,Hatchback,BLANCO,NEGRO,Termina en 7,Cartago
2017,Chevrolet,CRUZE,5,"['Chevrolet', 'CRUZE']", 9200000, 17293,Gasolina,1400 cc,Automática,Sedán,AZUL,GRIS,Termina en 8,Heredia
2016,Hyundai,CRETA GL,5,"['Hyundai', 'CRETA', 'GL']", 9200000, 17293,Gasolina,1600 cc,Automática,Todo Terreno 4x2,AZUL,NEGRO,Termina en 1,Cartago
2007,BMW,X5,5,"['BMW', 'X5']", 9200000, 17293,Gasolina,3000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 3,Alajuela
2011,Volkswagen,AMAROK,5,"['Volkswagen', 'AMAROK']", 9200000, 17293,Diesel,2000 cc,Manual,Todo Terreno 4x2,BLANCO,GRIS,Termina en 0,Heredia
2018,Hyundai,I20 ACTIVE,5,"['Hyundai', 'I20', 'ACTIVE']", 9200000, 17293,Gasolina,1400 cc,Automática,Hatchback,GRIS,NEGRO,Termina en 0,Heredia
2012,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9200000, 17293,Diesel,2000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 3,San José
2017,Nissan,SENTRA,5,"['Nissan', 'SENTRA']", 9200000, 17293,Gasolina,1800 cc,Automática,Sedán,GRIS,NEGRO,Termina en 7,Cartago
2008,Mazda,BT50,5,"['Mazda', 'BT50']", 9200000, 17293,Diesel,3000 cc,Manual,Pickup 4x4,NEGRO,NEGRO,Termina en 8,Puntarenas
2011,Isuzu,DMAX,5,"['Isuzu', 'DMAX']", 9200000, 17293,Diesel,2500 cc,Manual,Pickup 4x2,PLATEADO,GRIS,Termina en 5,Heredia
2021,Hyundai,VERNA GL,5,"['Hyundai', 'VERNA', 'GL']", 9200000, 17293,Gasolina,1400 cc,Automática,Sedán,PLATA,NEGRO,Termina en 4,Cartago
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9200000, 17293,Gasolina,2000 cc,Automática,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 0,Cartago
2017,Nissan,KICKS,5,"['Nissan', 'KICKS']", 9200000, 17293,Gasolina,1600 cc,Manual,Todo Terreno 4x2,NARANJA,NEGRO,Termina en 1,San José
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9200000, 17293,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,GRIS,ND,Alajuela
2017,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9200000, 17293,Gasolina,2000 cc,Manual,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 1,Cartago
2014,Daihatsu,TERIOS BEGO,5,"['Daihatsu', 'TERIOS', 'BEGO']", 9200000, 17293,Gasolina,1500 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 7,Alajuela
2017,Chevrolet,TRAX PREMIER,5,"['Chevrolet', 'TRAX', 'PREMIER']", 9200000, 17293,Gasolina,1800 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 0,San José
2015,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9200000, 17293,Gasolina,2000 cc,Automática,Todo Terreno 4x2,CAFE,NEGRO,Termina en 0,Cartago
2018,Toyota,YARIS,5,"['Toyota', 'YARIS']", 9200000, 17293,Gasolina,1500 cc,Automática,Sedán,DORADO,GRIS/NEGRO,Termina en 1,Heredia
2014,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9250000, 17387,Gasolina,2000 cc,Automática,Todo Terreno 4x4,GRIS,GRIS,ND,Guanacaste
2019,Honda,CITY,5,"['Honda', 'CITY']", 9200000, 17293,Gasolina,1600 cc,Automática,Sedán,BLANCO,GRIS,Termina en 1,Alajuela
2017,Hyundai,CRETA,5,"['Hyundai', 'CRETA']", 9200000, 17293,Gasolina,1600 cc,Manual,Todo Terreno 4x2,GRIS,GRIS Y NEGRO,Termina en 0,Cartago
2018,Toyota,YARIS G,5,"['Toyota', 'YARIS', 'G']", 9200000, 17293,Gasolina,1500 cc,Manual,Sedán,NEGRO,NEGRO Y GRIS,Termina en 7,San José
2006,Mitsubishi,NATIVA,5,"['Mitsubishi', 'NATIVA']", 9200000, 17293,Diesel,2800 cc,Automática,Todo Terreno 4x4,VINO,BEIGE,Termina en 3,Alajuela
2019,Suzuki,SWIFT,5,"['Suzuki', 'SWIFT']", 9200000, 17293,Gasolina,1200 cc,Automática,Hatchback,BLANCO,GRIS,Termina en 1,Cartago
2012,Nissan,XTRAIL,5,"['Nissan', 'XTRAIL']", 9200000, 17293,Gasolina,2500 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 6,Heredia
2014,Suzuki,GRAND VITARA,5,"['Suzuki', 'GRAND', 'VITARA']", 9200000, 17293,Gasolina,2400 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 9,San José
2016,Great Wall,WINGLE 5,5,"['Great', 'Wall', 'WINGLE', '5']", 9200000, 17293,Diesel,2000 cc,Manual,Pickup 4x4,GRIS,NEGRO,Termina en 6,San José
2022,Geely,GX3,5,"['Geely', 'GX3']", 9200000, 17293,Gasolina,1500 cc,Manual,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 2,Heredia
2015,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9200000, 17293,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,GRIS,Termina en 2,Cartago
2015,Suzuki,GRAND VITARA,5,"['Suzuki', 'GRAND', 'VITARA']", 9200000, 17293,Gasolina,2400 cc,Manual,Todo Terreno 4x2,GRIS RATÓN,NEGRO,Termina en 9,Heredia
2022,BYD,F3,5,"['BYD', 'F3']", 9200000, 17293,Gasolina,1500 cc,Automática,Sedán,NEGRO,NEGRO,Termina en 7,Heredia
2017,Audi,A3,5,"['Audi', 'A3']", 9223000, 17336,Gasolina,1200 cc,Automática,Sedán,GRIS PLATEADO,NEGRO,Termina en 0,San José
2017,Hyundai,CRETA GLS,5,"['Hyundai', 'CRETA', 'GLS']", 9250000, 17387,Gasolina,1600 cc,Automática,Todo Terreno 4x2,AZUL,NEGRO,Termina en 7,Heredia
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9250000, 17387,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,ND,San José
2010,Honda,CRV EXL,5,"['Honda', 'CRV', 'EXL']", 9250000, 17387,Gasolina,2400 cc,Automática,Todo Terreno 4x4,NEGRO,CUERO NEGRO,ND,Guanacaste
2013,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9250000, 17387,Gasolina,2400 cc,Automática,Todo Terreno 4x4,CAFE,NEGRO,Termina en 0,Alajuela
2014,Hyundai,TUCSON GL,5,"['Hyundai', 'TUCSON', 'GL']", 9250000, 17387,Gasolina,2000 cc,Automática,Todo Terreno 4x4,GRIS PLATA,NEGRO,Termina en 7,San José
2011,Toyota,RAV4,5,"['Toyota', 'RAV4']", 9250000, 17387,Gasolina,2400 cc,Automática,Todo Terreno 4x2,VERDE,BEIGE,Termina en 5,San José
2021,Hyundai,GRAND I10,5,"['Hyundai', 'GRAND', 'I10']", 9250000, 17387,Gasolina,1200 cc,Automática,Hatchback,NEGRO,GRIS,Termina en 8,San José
2019,Toyota,YARIS,5,"['Toyota', 'YARIS']", 9250000, 17387,Gasolina,1500 cc,Automática,Hatchback,GRIS,NEGRO,Termina en 0,San José
2007,Mitsubishi,MONTERO,7,"['Mitsubishi', 'MONTERO']", 9250000, 17387,Diesel,3000 cc,Manual,Todo Terreno 4x4,AZUL,GRIS,Termina en 0,Guanacaste
2018,Toyota,YARIS,5,"['Toyota', 'YARIS']", 9250000, 17387,Gasolina,1500 cc,Manual,Sedán,GRIS,NEGRO,Termina en 4,Cartago
2008,Mitsubishi,MONTERO,7,"['Mitsubishi', 'MONTERO']", 9250000, 17387,Diesel,2800 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 9,Alajuela
2017,Suzuki,VITARA,5,"['Suzuki', 'VITARA']", 9250000, 17387,Gasolina,1600 cc,Manual,Todo Terreno 4x2,BLANCO,GRIS,Termina en 8,San José
2015,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9250000, 17387,Gasolina,2000 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 0,Alajuela
2015,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9250000, 17387,Gasolina,2000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 5,San José
2011,Kia,SORENTO TLX,7,"['Kia', 'SORENTO', 'TLX']", 9250000, 17387,Diesel,2200 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 1,Heredia
2021,Faw,X40,5,"['Faw', 'X40']", 9250000, 17387,Gasolina,1600 cc,Automática,Todo Terreno 4x2,CAFE,NEGRO,Termina en 4,San José
2015,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9275000, 17434,Gasolina,2000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 2,Heredia
2018,Renault,DUSTER,5,"['Renault', 'DUSTER']", 9300000, 17481,Gasolina,1600 cc,Manual,Todo Terreno 4x2,BLANCO,GRIS,Termina en 2,San José
2015,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Gasolina,2000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 9,San José
2019,Nissan,SENTRA,5,"['Nissan', 'SENTRA']", 9300000, 17481,Gasolina,1800 cc,Manual,Sedán,GRIS METAL,GRIS/NEGRO,Termina en 6,Alajuela
2015,Mazda,CX5,5,"['Mazda', 'CX5']", 9300000, 17481,Gasolina,1000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en,San José
2018,Nissan,KICKS,5,"['Nissan', 'KICKS']", 9250000, 17387,Gasolina,1500 cc,Manual,Todo Terreno 4x2,TERRACOTA,NEGRO,Termina en 1,Guanacaste
2016,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 9250000, 17387,Gasolina,1800 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 5,San José
2013,Hyundai,SANTA FE GL,5,"['Hyundai', 'SANTA', 'FE', 'GL']", 9250000, 17387,Gasolina,2400 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 7,Cartago
2017,Toyota,YARIS G,5,"['Toyota', 'YARIS', 'G']", 9250000, 17387,Gasolina,1500 cc,Automática,Sedán,BLANCO,NEGRO/GRIS,Termina en 8,San José
2012,Mercedes Benz,C180,5,"['Mercedes', 'Benz', 'C180']", 9300000, 17481,Gasolina,1800 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 7,Cartago
2017,Chevrolet,TRAX PREMIER LTZ,5,"['Chevrolet', 'TRAX', 'PREMIER', 'LTZ']", 9300000, 17481,Gasolina,1400 cc,Automática,Todo Terreno 4x2,BLANCO,BEIGE Y NEGRO,Termina en 5,Cartago
2008,Mitsubishi,MONTERO,7,"['Mitsubishi', 'MONTERO']", 9300000, 17481,Diesel,2800 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 6,San José
2019,Toyota,YARIS S,5,"['Toyota', 'YARIS', 'S']", 9300000, 17481,Gasolina,1500 cc,Automática,Hatchback,ROJO,NEGRO,Termina en 8,Alajuela
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Diesel,2000 cc,Automática,Todo Terreno 4x2,NEGRO,NEGRO,ND,Heredia
2015,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9300000, 17481,Gasolina,2000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 0,San José
2005,Nissan,PATROL,7,"['Nissan', 'PATROL']", 9300000, 17481,Diesel,3000 cc,Manual,Todo Terreno 4x4,PLATEADO,NEGRO,Termina en 6,San José
2017,Hyundai,CRETA,5,"['Hyundai', 'CRETA']", 9300000, 17481,Gasolina,1600 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 9,San José
2001,Toyota,HILUX,5,"['Toyota', 'HILUX']", 9300000, 17481,Diesel,2400 cc,Manual,Pickup 4x4,NEGRO,GRIS,Termina en 4,Alajuela
2016,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9300000, 17481,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 8,Cartago
2019,Toyota,YARIS,5,"['Toyota', 'YARIS']", 9300000, 17481,Gasolina,1500 cc,Manual,Sedán,CAFE,NEGRO,Termina en 3,Alajuela
2012,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 1,Heredia
2013,Kia,SPORTAGE,5,"['Kia', 'SPORTAGE']", 9300000, 17481,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,ND,Heredia
2012,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Diesel,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,ND,San José
2012,Nissan,FRONTIER,5,"['Nissan', 'FRONTIER']", 9300000, 17481,Diesel,2400 cc,Manual,Pickup 4x2,BLANCO,GRIS,Termina en 4,Alajuela
2015,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Gasolina,2000 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 5,Alajuela
2017,Mazda,3,5,"['Mazda', '3']", 9300000, 17481,Gasolina,1500 cc,Automática,Sedán,GRIS PLATA,NEGRO,Termina en 1,San José
2009,Toyota,HIACE,3,"['Toyota', 'HIACE']", 9300000, 17481,Diesel,3000 cc,Manual,Microbús/Minivan,BLANCO,GRIS,Termina en 8,Cartago
2016,Daihatsu,TERIOS,5,"['Daihatsu', 'TERIOS']", 9300000, 17481,Gasolina,1500 cc,Automática,Todo Terreno 4x4,BLANCO PERLA,NEGRO,Termina en 0,Alajuela
2017,Chevrolet,TRAX PREMIER,5,"['Chevrolet', 'TRAX', 'PREMIER']", 9300000, 17481,Gasolina,1800 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 1,Alajuela
2008,Mazda,BT50,5,"['Mazda', 'BT50']", 9300000, 17481,Diesel,2500 cc,Manual,Pickup 4x4,GRIS,NEGRO/GRIS,Termina en 6,San José
2013,Toyota,RAV4,5,"['Toyota', 'RAV4']", 9300000, 17481,Gasolina,2362 cc,Automática,Todo Terreno 4x2,PLATEADO,GRIS OSCURO,Termina en 6,Alajuela
2018,Toyota,YARIS,5,"['Toyota', 'YARIS']", 9300000, 17481,Gasolina,1500 cc,Manual,Sedán,GRIS,NEGRO,Termina en 2,Heredia
2016,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9300000, 17481,Gasolina,2000 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 5,Heredia
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Gasolina,2000 cc,Manual,Todo Terreno 4x2,CAFE,GRIS,Termina en 9,Heredia
2014,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 9300000, 17481,Gasolina,2000 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 0,Cartago
2021,Hyundai,GRAND I10 GLS,5,"['Hyundai', 'GRAND', 'I10', 'GLS']", 9300000, 17481,Gasolina,1200 cc,Automática,Sedán,AZUL,GRIS,Termina en 8,Alajuela
2017,Hyundai,CRETA,5,"['Hyundai', 'CRETA']", 9300000, 17481,Gasolina,1600 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 3,Alajuela
2016,Audi,A3 S LINE,5,"['Audi', 'A3', 'S', 'LINE']", 9300000, 17481,Gasolina,1800 cc,Automática,Sedán,PLATEADO,NEGRO,Termina en 7,San José
2010,Honda,CRV EX-L,5,"['Honda', 'CRV', 'EX-L']", 9300000, 17481,Gasolina,2400 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,ND,Alajuela
2011,Hyundai,GRAND STAREX CVX,10,"['Hyundai', 'GRAND', 'STAREX', 'CVX']", 9300000, 17481,Diesel,2500 cc,Automática,Microbús/Minivan,GRIS,GRIS,Termina en 0,Alajuela
2017,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9300000, 17481,Gasolina,2000 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 2,Heredia
2011,Hyundai,GRAND STAREX,10,"['Hyundai', 'GRAND', 'STAREX']", 9300000, 17481,Diesel,2500 cc,Automática,Microbús/Minivan,PLATEADO,GRIS,Termina en 8,Guanacaste
2019,Honda,CITY,5,"['Honda', 'CITY']", 9300000, 17481,Gasolina,1500 cc,Automática,Sedán,GRIS,NEGRO,Termina en 2,Heredia
2015,Mazda,CX5,5,"['Mazda', 'CX5']", 9310000, 17500,Gasolina,2500 cc,Automática,Todo Terreno 4x4,GRIS,CUERO CONFORT,Termina en,Heredia
2018,Hyundai,CRETA GL,5,"['Hyundai', 'CRETA', 'GL']", 9310000, 17500,Gasolina,1600 cc,Automática,Todo Terreno 4x2,PLATEADO,GRIS,Termina en 9,San José
2017,Suzuki,GRAND VITARA SE,5,"['Suzuki', 'GRAND', 'VITARA', 'SE']", 9325000, 17528,Gasolina,2400 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 1,San José
2016,Jeep,COMPASS SPORT,5,"['Jeep', 'COMPASS', 'SPORT']", 9310000, 17500,Gasolina,2400 cc,Manual,Station Wagon,PLATEADO,NEGRO,Termina en 8,San José
2017,Nissan,QASHQAI,5,"['Nissan', 'QASHQAI']", 9310000, 17500,Gasolina,2000 cc,Automática,Todo Terreno 4x2,CAFÉ,NEGRO,ND,San José
2016,Audi,A3,5,"['Audi', 'A3']", 9310000, 17500,Gasolina,1200 cc,Automática,Sedán,GRIS,CUERO NEGRO,Termina en 9,San José
2017,Hyundai,CRETA GL,5,"['Hyundai', 'CRETA', 'GL']", 9310000, 17500,Gasolina,1600 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 2,Heredia
2013,Ford,EXPLORER XLT,7,"['Ford', 'EXPLORER', 'XLT']", 9310000, 17500,Gasolina,3500 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,Termina en 1,Heredia
